Date,USDX,GOLD
"Apr 20, 2011",74.57,1498.3
"Apr 19, 2011",75.25,1494.5
"Apr 18, 2011",75.73,1492.3
"Apr 15, 2011",75.03,1485.3
"Apr 14, 2011",74.89,1471.7
"Apr 13, 2011",75.19,1454.9
"Apr 12, 2011",75.06,1452.9
"Apr 11, 2011",75.28,1467.4
"Apr 08, 2011",75.27,1473.4
"Apr 07, 2011",75.81,1458.5
"Apr 06, 2011",75.76,1457.7
"Apr 05, 2011",76.11,1451.8
"Apr 04, 2011",76.16,1432.2
"Apr 01, 2011",76.08,1428.1
"Mar 31, 2011",76.07,1438.9
"Mar 30, 2011",76.36,1423.8
"Mar 29, 2011",76.5,1416.0
"Mar 28, 2011",76.38,1419.8
"Mar 25, 2011",76.48,1426.1
"Mar 24, 2011",75.89,1434.8
"Mar 23, 2011",76.05,1437.9
"Mar 22, 2011",75.67,1427.5
"Mar 21, 2011",75.66,1426.2
"Mar 18, 2011",75.97,1415.9
"Mar 17, 2011",76.34,1404.0
"Mar 16, 2011",76.99,1396.0
"Mar 15, 2011",76.66,1392.6
"Mar 14, 2011",76.46,1424.6
"Mar 11, 2011",76.77,1421.5
"Mar 10, 2011",77.27,1412.2
"Mar 09, 2011",76.72,1429.3
"Mar 08, 2011",76.8,1426.9
"Mar 07, 2011",76.51,1434.1
"Mar 04, 2011",76.42,1428.2
"Mar 03, 2011",76.5,1416.0
"Mar 02, 2011",76.69,1437.2
"Mar 01, 2011",77.08,1430.7
"Feb 28, 2011",76.92,1409.3
"Feb 25, 2011",77.3,1408.7
"Feb 24, 2011",77.1,1415.3
"Feb 23, 2011",77.44,1413.4
"Feb 22, 2011",77.82,1400.5
"Feb 18, 2011",77.72,1388.2
"Feb 17, 2011",78.06,1384.7
"Feb 16, 2011",78.28,1374.7
"Feb 15, 2011",78.66,1373.6
"Feb 14, 2011",78.72,1364.6
"Feb 11, 2011",78.56,1359.9
"Feb 10, 2011",78.33,1361.9
"Feb 09, 2011",77.72,1364.8
"Feb 08, 2011",78.09,1363.4
"Feb 07, 2011",78.12,1347.6
"Feb 04, 2011",78.16,1348.3
"Feb 03, 2011",77.87,1352.3
"Feb 02, 2011",77.28,1331.5
"Feb 01, 2011",77.19,1339.6
"Jan 31, 2011",77.86,1333.8
"Jan 28, 2011",78.28,1340.7
"Jan 27, 2011",77.85,1318.4
"Jan 26, 2011",78.03,1333.0
"Jan 25, 2011",78.14,1332.3
"Jan 24, 2011",78.19,1344.5
"Jan 21, 2011",78.37,1341.0
"Jan 20, 2011",78.98,1346.5
"Jan 19, 2011",78.81,1370.2
"Jan 18, 2011",79.16,1368.1
"Jan 14, 2011",79.37,1360.4
"Jan 13, 2011",79.41,1386.9
"Jan 12, 2011",80.25,1385.7
"Jan 11, 2011",81.14,1384.0
"Jan 10, 2011",81.16,1373.7
"Jan 07, 2011",81.32,1368.5
"Jan 06, 2011",81.09,1371.4
"Jan 05, 2011",80.54,1373.4
"Jan 04, 2011",79.7,1378.5
"Jan 03, 2011",79.38,1422.6
"Dec 31, 2010",79.29,1421.1
"Dec 30, 2010",79.8,1405.6
"Dec 29, 2010",80.1,1413.1
"Dec 28, 2010",80.67,1405.2
"Dec 27, 2010",80.68,1382.4
"Dec 23, 2010",80.83,1380.0
"Dec 22, 2010",81.07,1386.8
"Dec 21, 2010",81.07,1388.2
"Dec 20, 2010",80.97,1385.5
"Dec 17, 2010",80.75,1378.6
"Dec 16, 2010",80.55,1370.4
"Dec 15, 2010",80.58,1385.5
"Dec 14, 2010",79.69,1403.6
"Dec 13, 2010",79.64,1397.3
"Dec 10, 2010",80.07,1384.3
"Dec 09, 2010",80.08,1392.1
"Dec 08, 2010",80.01,1382.5
"Dec 07, 2010",79.86,1408.3
"Dec 06, 2010",79.6,1415.3
"Dec 03, 2010",79.41,1405.4
"Dec 02, 2010",80.34,1388.5
"Dec 01, 2010",80.76,1387.3
"Nov 30, 2010",81.27,1385.0
"Nov 29, 2010",80.9,1366.0
"Nov 26, 2010",80.43,1362.3
"Nov 24, 2010",79.94,1372.9
"Nov 23, 2010",79.76,1377.5
"Nov 22, 2010",78.77,1357.7
"Nov 19, 2010",78.59,1352.2
"Nov 18, 2010",78.73,1352.9
"Nov 17, 2010",79.21,1336.8
"Nov 16, 2010",79.33,1338.3
"Nov 15, 2010",78.67,1368.4
"Nov 12, 2010",78.23,1365.4
"Nov 11, 2010",78.36,1403.1
"Nov 10, 2010",77.77,1399.1
"Nov 09, 2010",77.58,1409.8
"Nov 08, 2010",77.16,1402.8
"Nov 05, 2010",76.69,1397.3
"Nov 04, 2010",76.0,1382.7
"Nov 03, 2010",76.62,1337.1
"Nov 02, 2010",76.89,1356.4
"Nov 01, 2010",77.48,1350.2
"Oct 29, 2010",77.46,1357.1
"Oct 28, 2010",77.5,1342.1
"Oct 27, 2010",78.38,1322.2
"Oct 26, 2010",77.91,1338.0
"Oct 25, 2010",77.3,1338.3
"Oct 22, 2010",77.69,1324.4
"Oct 21, 2010",77.63,1324.7
"Oct 20, 2010",77.41,1343.3
"Oct 19, 2010",78.42,1335.1
"Oct 18, 2010",77.14,1371.2
"Oct 15, 2010",77.27,1371.1
"Oct 14, 2010",76.88,1376.7
"Oct 13, 2010",77.29,1369.5
"Oct 12, 2010",77.59,1345.7
"Oct 11, 2010",77.66,1353.3
"Oct 08, 2010",77.56,1344.2
"Oct 07, 2010",77.64,1333.9
"Oct 06, 2010",77.62,1346.4
"Oct 05, 2010",77.97,1338.9
"Oct 04, 2010",78.66,1315.4
"Oct 01, 2010",78.31,1316.1
"Sep 30, 2010",78.94,1307.8
"Sep 29, 2010",78.91,1308.5
"Sep 28, 2010",79.21,1306.6
"Sep 27, 2010",79.55,1296.7
"Sep 24, 2010",79.6,1296.0
"Sep 23, 2010",80.25,1294.3
"Sep 22, 2010",80.06,1290.2
"Sep 21, 2010",80.67,1272.4
"Sep 20, 2010",81.58,1279.0
"Sep 17, 2010",81.64,1275.6
"Sep 16, 2010",81.5,1271.9
"Sep 15, 2010",81.75,1266.7
"Sep 14, 2010",81.34,1269.7
"Sep 13, 2010",82.09,1245.1
"Sep 10, 2010",82.7,1244.5
"Sep 09, 2010",82.69,1248.9
"Sep 08, 2010",82.58,1255.6
"Sep 07, 2010",82.84,1257.3
"Sep 03, 2010",82.12,1249.2
"Sep 02, 2010",82.5,1251.5
"Sep 01, 2010",82.55,1246.3
"Aug 31, 2010",83.25,1248.3
"Aug 30, 2010",83.23,1237.1
"Aug 27, 2010",82.97,1236.0
"Aug 26, 2010",82.98,1235.4
"Aug 25, 2010",83.33,1239.5
"Aug 24, 2010",83.21,1231.8
"Aug 23, 2010",83.23,1226.9
"Aug 20, 2010",83.16,1227.2
"Aug 19, 2010",82.54,1233.8
"Aug 18, 2010",82.31,1229.7
"Aug 17, 2010",82.32,1226.6
"Aug 16, 2010",82.64,1224.5
"Aug 13, 2010",83.04,1214.9
"Aug 12, 2010",82.77,1214.8
"Aug 11, 2010",82.43,1197.5
"Aug 10, 2010",80.92,1196.2
"Aug 09, 2010",80.79,1200.7
"Aug 06, 2010",80.5,1203.4
"Aug 05, 2010",80.93,1197.2
"Aug 04, 2010",80.99,1193.7
"Aug 03, 2010",80.68,1185.2
"Aug 02, 2010",81.06,1183.4
"Jul 30, 2010",81.66,1181.7
"Jul 29, 2010",81.75,1168.4
"Jul 28, 2010",82.31,1160.4
"Jul 27, 2010",82.33,1158.0
"Jul 26, 2010",82.24,1183.0
"Jul 23, 2010",82.63,1187.7
"Jul 22, 2010",82.78,1195.5
"Jul 21, 2010",83.59,1191.6
"Jul 20, 2010",82.93,1191.5
"Jul 19, 2010",82.7,1181.7
"Jul 16, 2010",82.66,1188.0
"Jul 15, 2010",82.74,1208.1
"Jul 14, 2010",83.6,1206.8
"Jul 13, 2010",83.82,1213.3
"Jul 12, 2010",84.41,1198.5
"Jul 09, 2010",84.15,1209.6
"Jul 08, 2010",84.04,1195.8
"Jul 07, 2010",84.04,1198.6
"Jul 06, 2010",84.31,1194.8
"Jul 02, 2010",84.67,1207.4
"Jul 01, 2010",84.98,1206.3
"Jun 30, 2010",86.28,1245.5
"Jun 29, 2010",86.34,1242.0
"Jun 28, 2010",85.92,1238.2
"Jun 25, 2010",85.58,1255.8
"Jun 24, 2010",86.02,1245.5
"Jun 23, 2010",86.05,1234.1
"Jun 22, 2010",86.41,1239.9
"Jun 21, 2010",86.24,1239.7
"Jun 18, 2010",85.98,1257.2
"Jun 17, 2010",85.98,1247.5
"Jun 16, 2010",86.39,1229.3
"Jun 15, 2010",86.29,1233.2
"Jun 14, 2010",86.5,1223.3
"Jun 11, 2010",87.52,1228.9
"Jun 10, 2010",87.17,1220.8
"Jun 09, 2010",87.94,1228.5
"Jun 08, 2010",88.47,1244.0
"Jun 07, 2010",88.46,1239.3
"Jun 04, 2010",88.31,1216.2
"Jun 03, 2010",87.21,1208.3
"Jun 02, 2010",86.88,1220.6
"Jun 01, 2010",86.72,1224.8
"May 28, 2010",86.58,1212.2
"May 27, 2010",86.28,1211.9
"May 26, 2010",87.24,1213.3
"May 25, 2010",86.89,1197.8
"May 24, 2010",86.34,1193.8
"May 21, 2010",85.54,1175.7
"May 20, 2010",85.71,1187.8
"May 19, 2010",86.54,1192.6
"May 18, 2010",87.31,1214.3
"May 17, 2010",86.38,1227.7
"May 14, 2010",86.23,1227.4
"May 13, 2010",85.34,1228.8
"May 12, 2010",84.97,1242.7
"May 11, 2010",84.61,1219.9
"May 10, 2010",84.33,1200.4
"May 07, 2010",84.66,1210.0
"May 06, 2010",85.05,1196.9
"May 05, 2010",84.2,1174.6
"May 04, 2010",83.42,1168.6
"May 03, 2010",82.4,1182.7
"Apr 30, 2010",81.99,1180.1
"Apr 29, 2010",82.16,1168.4
"Apr 28, 2010",82.53,1171.3
"Apr 27, 2010",82.31,1161.7
"Apr 26, 2010",81.61,1153.5
"Apr 23, 2010",81.5,1153.1
"Apr 22, 2010",81.68,1142.3
"Apr 21, 2010",81.27,1148.2
"Apr 20, 2010",81.14,1138.6
"Apr 19, 2010",81.11,1135.2
"Apr 16, 2010",80.94,1136.3
"Apr 15, 2010",80.58,1159.7
"Apr 14, 2010",80.29,1159.0
"Apr 13, 2010",80.62,1152.8
"Apr 12, 2010",80.69,1161.6
"Apr 09, 2010",81.24,1161.1
"Apr 08, 2010",81.7,1152.2
"Apr 07, 2010",81.61,1152.3
"Apr 06, 2010",81.57,1135.1
"Apr 05, 2010",81.25,1132.9
"Apr 01, 2010",80.97,1125.1
"Mar 31, 2010",81.29,1113.3
"Mar 30, 2010",81.74,1104.5
"Mar 29, 2010",81.62,1110.3
"Mar 26, 2010",81.98,1104.2
"Mar 25, 2010",82.41,1092.7
"Mar 24, 2010",82.11,1088.6
"Mar 23, 2010",81.12,1103.5
"Mar 22, 2010",80.88,1099.3
"Mar 19, 2010",80.97,1107.4
"Mar 18, 2010",80.44,1127.4
"Mar 17, 2010",79.85,1124.0
"Mar 16, 2010",80.0,1122.2
"Mar 15, 2010",80.17,1105.1
"Mar 12, 2010",79.84,1101.5
"Mar 11, 2010",80.31,1108.0
"Mar 10, 2010",80.47,1107.8
"Mar 09, 2010",80.61,1122.0
"Mar 08, 2010",80.45,1123.6
"Mar 05, 2010",80.46,1134.8
"Mar 04, 2010",80.58,1132.6
"Mar 03, 2010",80.02,1142.7
"Mar 02, 2010",80.58,1136.9
"Mar 01, 2010",80.7,1117.8
"Feb 26, 2010",80.44,1118.3
"Feb 25, 2010",80.86,1107.8
"Feb 24, 2010",80.92,1096.5
"Feb 23, 2010",80.91,1102.7
"Feb 22, 2010",80.58,1112.6
"Feb 19, 2010",80.72,1121.3
"Feb 18, 2010",80.47,1118.0
"Feb 17, 2010",80.47,1119.5
"Feb 16, 2010",79.75,1119.3
"Feb 12, 2010",80.41,1089.5
"Feb 11, 2010",80.1,1094.2
"Feb 10, 2010",80.14,1075.8
"Feb 09, 2010",79.99,1076.7
"Feb 08, 2010",80.44,1065.7
"Feb 05, 2010",80.59,1052.2
"Feb 04, 2010",80.08,1062.4
"Feb 03, 2010",79.55,1111.4
"Feb 02, 2010",79.18,1117.4
"Feb 01, 2010",79.42,1104.3
"Jan 29, 2010",79.65,1083.0
"Jan 28, 2010",79.1,1083.6
"Jan 27, 2010",78.87,1084.4
"Jan 26, 2010",78.61,1097.9
"Jan 25, 2010",78.35,1095.2
"Jan 22, 2010",78.43,1089.2
"Jan 21, 2010",78.52,1102.7
"Jan 20, 2010",78.5,1112.3
"Jan 19, 2010",77.65,1139.7
"Jan 15, 2010",77.48,1130.1
"Jan 14, 2010",76.89,1142.6
"Jan 13, 2010",76.99,1136.4
"Jan 12, 2010",77.12,1128.9
"Jan 11, 2010",77.16,1150.7
"Jan 08, 2010",77.66,1138.2
"Jan 07, 2010",78.11,1133.1
"Jan 06, 2010",77.66,1135.9
"Jan 05, 2010",77.85,1118.1
"Jan 04, 2010",77.83,1117.7
"Dec 31, 2009",78.22,1095.2
"Dec 30, 2009",78.28,1091.5
"Dec 29, 2009",78.19,1097.0
"Dec 28, 2009",78.02,1107.2
"Dec 24, 2009",78.17,1104.1
"Dec 23, 2009",78.23,1093.3
"Dec 22, 2009",78.61,1086.0
"Dec 21, 2009",78.42,1095.4
"Dec 18, 2009",78.19,1110.8
"Dec 17, 2009",78.09,1106.8
"Dec 16, 2009",77.33,1135.5
"Dec 15, 2009",77.3,1122.4
"Dec 14, 2009",76.41,1123.3
"Dec 11, 2009",76.58,1119.4
"Dec 10, 2009",76.07,1125.7
"Dec 09, 2009",76.06,1120.4
"Dec 08, 2009",76.33,1142.8
"Dec 07, 2009",75.81,1163.4
"Dec 04, 2009",75.97,1168.8
"Dec 03, 2009",74.67,1217.4
"Dec 02, 2009",74.7,1212.0
"Dec 01, 2009",74.42,1199.1
"Nov 30, 2009",74.94,1181.1
"Nov 27, 2009",75.04,1174.2
"Nov 25, 2009",74.33,1186.9
"Nov 24, 2009",75.12,1165.5
"Nov 23, 2009",75.17,1164.3
"Nov 20, 2009",75.73,1146.4
"Nov 19, 2009",75.37,1141.4
"Nov 18, 2009",75.27,1140.7
"Nov 17, 2009",75.47,1138.8
"Nov 16, 2009",74.92,1138.6
"Nov 13, 2009",75.42,1116.1
"Nov 12, 2009",75.69,1106.0
"Nov 11, 2009",75.26,1114.0
"Nov 10, 2009",75.11,1101.9
"Nov 09, 2009",75.14,1100.8
"Nov 06, 2009",75.94,1095.1
"Nov 05, 2009",75.86,1088.7
"Nov 04, 2009",75.83,1086.7
"Nov 03, 2009",76.57,1084.3
"Nov 02, 2009",76.46,1053.4
"Oct 30, 2009",76.47,1039.7
"Oct 29, 2009",76.06,1046.4
"Oct 28, 2009",76.58,1029.9
"Oct 27, 2009",76.28,1034.7
"Oct 26, 2009",76.19,1042.1
"Oct 23, 2009",75.6,1055.6
"Oct 22, 2009",75.24,1057.8
"Oct 21, 2009",75.11,1063.7
"Oct 20, 2009",75.73,1057.8
"Oct 19, 2009",75.5,1057.3
"Oct 16, 2009",75.77,1050.7
"Oct 15, 2009",75.66,1049.8
"Oct 14, 2009",75.72,1063.9
"Oct 13, 2009",76.17,1064.2
"Oct 12, 2009",76.29,1056.7
"Oct 09, 2009",76.62,1047.8
"Oct 08, 2009",76.13,1055.4
"Oct 07, 2009",76.67,1043.3
"Oct 06, 2009",76.5,1038.6
"Oct 05, 2009",76.83,1016.7
"Oct 02, 2009",77.22,1003.2
"Oct 01, 2009",77.42,999.5
"Sep 30, 2009",76.86,1008.0
"Sep 29, 2009",77.36,993.1
"Sep 28, 2009",77.27,992.5
"Sep 25, 2009",77.02,990.2
"Sep 24, 2009",77.11,997.5
"Sep 23, 2009",76.3,1013.0
"Sep 22, 2009",76.35,1014.2
"Sep 21, 2009",77.0,1003.7
"Sep 18, 2009",76.67,1009.2
"Sep 17, 2009",76.43,1012.3
"Sep 16, 2009",76.47,1018.9
"Sep 15, 2009",76.78,1005.0
"Sep 14, 2009",76.73,999.9
"Sep 11, 2009",76.64,1004.9
"Sep 10, 2009",76.83,995.4
"Sep 09, 2009",77.1,995.3
"Sep 08, 2009",77.34,997.9
"Sep 04, 2009",78.17,994.9
"Sep 03, 2009",78.52,995.8
"Sep 02, 2009",78.44,976.6
"Sep 01, 2009",78.81,954.7
"Aug 31, 2009",78.22,951.7
"Aug 28, 2009",78.39,957.0
"Aug 27, 2009",78.06,945.5
"Aug 26, 2009",78.72,944.3
"Aug 25, 2009",78.3,944.5
"Aug 24, 2009",78.33,942.3
"Aug 21, 2009",78.1,953.2
"Aug 20, 2009",78.45,940.3
"Aug 19, 2009",78.55,943.3
"Aug 18, 2009",79.03,937.7
"Aug 17, 2009",79.4,934.3
"Aug 14, 2009",79.0,947.0
"Aug 13, 2009",78.58,954.7
"Aug 12, 2009",78.9,950.7
"Aug 11, 2009",79.28,945.8
"Aug 10, 2009",79.39,945.0
"Aug 07, 2009",79.11,957.3
"Aug 06, 2009",78.16,960.7
"Aug 05, 2009",77.61,964.2
"Aug 04, 2009",77.88,967.5
"Aug 03, 2009",77.75,956.6
"Jul 31, 2009",78.45,953.7
"Jul 30, 2009",79.41,934.9
"Jul 29, 2009",79.78,927.2
"Jul 28, 2009",79.0,939.0
"Jul 27, 2009",78.75,953.3
"Jul 24, 2009",78.89,952.8
"Jul 23, 2009",78.97,954.5
"Jul 22, 2009",78.86,953.0
"Jul 21, 2009",79.09,946.6
"Jul 20, 2009",79.05,948.5
"Jul 17, 2009",79.5,937.2
"Jul 16, 2009",79.37,935.1
"Jul 15, 2009",79.46,939.1
"Jul 14, 2009",80.37,922.5
"Jul 13, 2009",80.3,922.2
"Jul 10, 2009",80.43,912.2
"Jul 09, 2009",80.05,915.9
"Jul 08, 2009",81.0,909.0
"Jul 07, 2009",80.86,928.8
"Jul 06, 2009",80.69,924.0
"Jul 02, 2009",80.38,930.7
"Jul 01, 2009",79.88,941.0
"Jun 30, 2009",80.42,927.1
"Jun 29, 2009",80.11,940.4
"Jun 26, 2009",80.11,940.7
"Jun 25, 2009",80.69,939.1
"Jun 24, 2009",80.88,934.1
"Jun 23, 2009",80.17,923.9
"Jun 22, 2009",81.14,920.6
"Jun 19, 2009",80.63,935.6
"Jun 18, 2009",81.01,934.0
"Jun 17, 2009",80.58,935.4
"Jun 16, 2009",81.13,931.6
"Jun 15, 2009",80.86,926.9
"Jun 12, 2009",80.17,940.1
"Jun 11, 2009",79.43,961.3
"Jun 10, 2009",80.34,954.0
"Jun 09, 2009",79.83,954.0
"Jun 08, 2009",80.97,951.7
"Jun 05, 2009",80.73,961.7
"Jun 04, 2009",79.45,981.2
"Jun 03, 2009",79.53,964.5
"Jun 02, 2009",78.47,983.2
"Jun 01, 2009",79.16,978.6
"May 29, 2009",79.43,978.8
"May 28, 2009",80.5,961.5
"May 27, 2009",80.42,953.2
"May 26, 2009",80.2,953.1
"May 22, 2009",80.06,958.5
"May 21, 2009",80.64,950.8
"May 20, 2009",81.08,937.0
"May 19, 2009",82.06,926.3
"May 18, 2009",82.75,921.3
"May 15, 2009",83.15,930.9
"May 14, 2009",82.37,928.0
"May 13, 2009",82.62,925.5
"May 12, 2009",82.42,923.5
"May 11, 2009",82.8,913.0
"May 08, 2009",82.64,914.4
"May 07, 2009",84.11,915.0
"May 06, 2009",83.94,910.5
"May 05, 2009",84.3,903.7
"May 04, 2009",84.11,901.6
"May 01, 2009",84.7,887.6
"Apr 30, 2009",84.78,890.7
"Apr 29, 2009",84.66,899.8
"Apr 28, 2009",85.33,892.8
"Apr 27, 2009",85.92,907.4
"Apr 24, 2009",84.92,913.6
"Apr 23, 2009",85.75,905.9
"Apr 22, 2009",86.48,891.8
"Apr 21, 2009",86.89,882.1
"Apr 20, 2009",86.98,887.0
"Apr 17, 2009",86.3,867.4
"Apr 16, 2009",85.5,879.3
"Apr 15, 2009",85.36,892.8
"Apr 14, 2009",84.92,890.9
"Apr 13, 2009",84.93,894.7
"Apr 09, 2009",86.08,882.2
"Apr 08, 2009",85.71,884.8
"Apr 07, 2009",85.67,882.2
"Apr 06, 2009",85.08,871.5
"Apr 03, 2009",84.56,895.6
"Apr 02, 2009",84.89,907.4
"Apr 01, 2009",85.96,926.1
"Mar 31, 2009",85.89,922.6
"Mar 30, 2009",86.3,915.5
"Mar 27, 2009",85.58,923.0
"Mar 26, 2009",84.61,939.6
"Mar 25, 2009",84.3,935.4
"Mar 24, 2009",84.33,923.3
"Mar 23, 2009",83.95,952.1
"Mar 20, 2009",84.34,955.8
"Mar 19, 2009",83.64,958.3
"Mar 18, 2009",84.98,888.7
"Mar 17, 2009",87.34,916.4
"Mar 16, 2009",86.89,921.6
"Mar 13, 2009",87.45,929.8
"Mar 12, 2009",87.67,923.7
"Mar 11, 2009",87.89,910.4
"Mar 10, 2009",88.94,895.6
"Mar 09, 2009",89.0,917.7
"Mar 06, 2009",88.55,942.1
"Mar 05, 2009",89.2,927.0
"Mar 04, 2009",88.7,906.0
"Mar 03, 2009",89.02,912.9
"Mar 02, 2009",89.07,939.0
"Feb 27, 2009",88.15,941.5
"Feb 26, 2009",87.88,941.8
"Feb 25, 2009",88.12,965.7
"Feb 24, 2009",87.05,969.1
"Feb 23, 2009",87.43,994.6
"Feb 20, 2009",86.7,1001.8
"Feb 19, 2009",87.75,976.1
"Feb 18, 2009",88.33,977.7
"Feb 17, 2009",87.92,967.0
"Feb 13, 2009",86.33,941.5
"Feb 12, 2009",86.91,948.5
"Feb 11, 2009",86.12,943.8
"Feb 10, 2009",86.14,913.7
"Feb 09, 2009",85.05,892.4
"Feb 06, 2009",85.64,913.9
"Feb 05, 2009",86.36,913.6
"Feb 04, 2009",86.08,901.6
"Feb 03, 2009",85.43,892.0
"Feb 02, 2009",86.48,906.7
"Jan 30, 2009",86.46,927.3
"Jan 29, 2009",85.75,905.1
"Jan 28, 2009",85.21,888.1
"Jan 27, 2009",84.93,899.2
"Jan 26, 2009",85.2,908.5
"Jan 23, 2009",86.19,895.3
"Jan 22, 2009",86.13,858.2
"Jan 21, 2009",86.52,849.6
"Jan 20, 2009",86.86,854.6
"Jan 16, 2009",84.83,839.3
"Jan 15, 2009",85.16,806.7
"Jan 14, 2009",85.17,808.2
"Jan 13, 2009",85.0,820.1
"Jan 12, 2009",83.75,820.3
"Jan 09, 2009",83.45,854.3
"Jan 08, 2009",82.33,853.9
"Jan 07, 2009",83.11,841.1
"Jan 06, 2009",83.72,865.4
"Jan 05, 2009",83.58,857.2
"Jan 02, 2009",82.81,878.8
"Dec 31, 2008",82.15,883.6
"Dec 30, 2008",81.78,869.3
"Dec 29, 2008",81.53,874.6
"Dec 26, 2008",81.69,870.4
"Dec 24, 2008",81.97,847.1
"Dec 23, 2008",82.19,837.2
"Dec 22, 2008",82.08,846.2
"Dec 19, 2008",82.44,836.4
"Dec 18, 2008",80.61,859.6
"Dec 17, 2008",80.08,867.5
"Dec 16, 2008",81.59,841.7
"Dec 15, 2008",82.26,835.4
"Dec 12, 2008",83.63,818.9
"Dec 11, 2008",83.89,824.9
"Dec 10, 2008",85.55,807.1
"Dec 09, 2008",85.88,772.4
"Dec 08, 2008",85.6,767.4
"Dec 05, 2008",87.19,750.5
"Dec 04, 2008",86.55,763.8
"Dec 03, 2008",87.17,768.8
"Dec 02, 2008",86.82,781.3
"Dec 01, 2008",86.9,774.6
"Nov 28, 2008",86.7,816.2
"Nov 26, 2008",85.73,808.5
"Nov 25, 2008",85.06,818.4
"Nov 24, 2008",86.28,819.4
"Nov 21, 2008",88.42,791.7
"Nov 20, 2008",88.3,748.6
"Nov 19, 2008",87.56,735.9
"Nov 18, 2008",87.75,732.6
"Nov 17, 2008",87.14,741.9
"Nov 14, 2008",86.78,742.4
"Nov 13, 2008",87.41,704.9
"Nov 12, 2008",88.05,717.7
"Nov 11, 2008",87.69,732.0
"Nov 10, 2008",86.39,745.6
"Nov 07, 2008",86.45,733.2
"Nov 06, 2008",86.46,731.2
"Nov 05, 2008",85.13,741.3
"Nov 04, 2008",85.37,756.0
"Nov 03, 2008",86.98,725.4
"Oct 31, 2008",86.34,716.8
"Oct 30, 2008",85.25,737.2
"Oct 29, 2008",85.64,752.8
"Oct 28, 2008",87.6,739.3
"Oct 27, 2008",87.61,741.7
"Oct 24, 2008",86.95,729.1
"Oct 23, 2008",85.79,713.3
"Oct 22, 2008",85.79,733.3
"Oct 21, 2008",84.42,766.1
"Oct 20, 2008",83.47,787.6
"Oct 17, 2008",82.83,785.1
"Oct 16, 2008",82.78,801.5
"Oct 15, 2008",82.34,835.5
"Oct 14, 2008",81.64,836.3
"Oct 13, 2008",82.22,838.9
"Oct 10, 2008",83.31,855.4
"Oct 09, 2008",81.36,883.1
"Oct 08, 2008",81.05,903.1
"Oct 07, 2008",81.22,878.4
"Oct 06, 2008",81.95,862.7
"Oct 03, 2008",80.58,828.9
"Oct 02, 2008",80.64,839.0
"Oct 01, 2008",79.53,880.7
"Sep 30, 2008",79.36,874.2
"Sep 29, 2008",77.53,888.2
"Sep 26, 2008",77.05,882.9
"Sep 25, 2008",77.11,877.7
"Sep 24, 2008",76.88,889.0
"Sep 23, 2008",76.65,885.5
"Sep 22, 2008",76.38,903.9
"Sep 19, 2008",77.94,860.6
"Sep 18, 2008",78.06,892.7
"Sep 17, 2008",78.09,846.6
"Sep 16, 2008",79.53,776.5
"Sep 15, 2008",78.79,783.1
"Sep 12, 2008",78.97,760.3
"Sep 11, 2008",80.15,741.3
"Sep 10, 2008",79.88,757.9
"Sep 09, 2008",79.29,787.1
"Sep 08, 2008",79.66,797.5
"Sep 05, 2008",79.0,797.6
"Sep 04, 2008",78.69,797.9
"Sep 03, 2008",78.17,802.7
"Sep 02, 2008",78.14,805.0
"Aug 29, 2008",77.5,829.3
"Aug 28, 2008",77.25,830.9
"Aug 27, 2008",77.19,828.1
"Aug 26, 2008",77.34,822.2
"Aug 25, 2008",76.91,819.8
"Aug 22, 2008",76.89,827.4
"Aug 21, 2008",76.33,833.0
"Aug 20, 2008",77.09,810.3
"Aug 19, 2008",76.98,811.1
"Aug 18, 2008",77.27,799.7
"Aug 15, 2008",77.35,786.0
"Aug 14, 2008",76.83,808.2
"Aug 13, 2008",76.39,825.0
"Aug 12, 2008",76.32,808.2
"Aug 11, 2008",76.31,821.5
"Aug 08, 2008",76.01,857.8
"Aug 07, 2008",74.72,870.7
"Aug 06, 2008",74.41,875.6
"Aug 05, 2008",74.06,878.6
"Aug 04, 2008",73.62,900.1
"Aug 01, 2008",73.6,909.0
"Jul 31, 2008",73.42,913.9
"Jul 30, 2008",73.51,902.9
"Jul 29, 2008",73.5,916.4
"Jul 28, 2008",72.86,927.6
"Jul 25, 2008",73.08,926.6
"Jul 24, 2008",73.12,922.0
"Jul 23, 2008",73.04,922.4
"Jul 22, 2008",72.67,948.0
"Jul 21, 2008",72.22,963.1
"Jul 18, 2008",72.42,957.3
"Jul 17, 2008",72.5,970.0
"Jul 16, 2008",72.33,961.8
"Jul 15, 2008",72.13,977.7
"Jul 14, 2008",72.17,972.7
"Jul 11, 2008",72.34,959.5
"Jul 10, 2008",72.77,940.9
"Jul 09, 2008",72.87,927.3
"Jul 08, 2008",73.31,921.9
"Jul 07, 2008",72.97,927.3
"Jul 03, 2008",73.08,931.9
"Jul 02, 2008",72.33,944.8
"Jul 01, 2008",72.67,942.5
"Jun 30, 2008",72.8,926.2
"Jun 27, 2008",72.67,929.3
"Jun 26, 2008",72.79,913.1
"Jun 25, 2008",73.29,880.0
"Jun 24, 2008",73.6,889.2
"Jun 23, 2008",73.81,884.8
"Jun 20, 2008",73.38,901.3
"Jun 19, 2008",73.87,901.7
"Jun 18, 2008",73.84,890.9
"Jun 17, 2008",73.92,884.3
"Jun 16, 2008",73.69,883.6
