Date,USDX,GOLD
"Jan 30, 2014",81.19,1242.2
"Jan 29, 2014",80.58,1262.2
"Jan 28, 2014",80.66,1251.0
"Jan 27, 2014",80.61,1263.6
"Jan 24, 2014",80.54,1264.5
"Jan 23, 2014",80.53,1262.6
"Jan 22, 2014",81.31,1239.0
"Jan 21, 2014",81.23,1242.3
"Jan 20, 2014",81.36,1255.1
"Jan 17, 2014",81.36,1251.7
"Jan 16, 2014",81.02,1240.0
"Jan 15, 2014",81.14,1238.1
"Jan 14, 2014",80.76,1245.2
"Jan 13, 2014",80.61,1250.9
"Jan 10, 2014",80.75,1246.7
"Jan 09, 2014",81.14,1229.3
"Jan 08, 2014",81.16,1225.3
"Jan 07, 2014",80.98,1229.4
"Jan 06, 2014",80.81,1237.8
"Jan 03, 2014",80.95,1238.4
"Jan 02, 2014",80.79,1225.0
"Jan 01, 2014",80.29,1205.4
"Dec 31, 2013",80.19,1201.9
"Dec 30, 2013",80.12,1203.1
"Dec 27, 2013",80.54,1216.1
"Dec 26, 2013",80.65,1214.1
"Dec 24, 2013",80.67,1205.1
"Dec 23, 2013",80.62,1198.4
"Dec 20, 2013",80.75,1205.1
"Dec 19, 2013",80.79,1195.0
"Dec 18, 2013",80.25,1236.1
"Dec 17, 2013",80.21,1231.2
"Dec 16, 2013",80.05,1245.5
"Dec 13, 2013",80.22,1235.7
"Dec 12, 2013",80.21,1226.0
"Dec 11, 2013",79.89,1258.5
"Dec 10, 2013",79.96,1262.4
"Dec 09, 2013",80.14,1235.3
"Dec 06, 2013",80.31,1230.3
"Dec 05, 2013",80.24,1233.2
"Dec 04, 2013",80.63,1248.2
"Dec 03, 2013",80.62,1221.7
"Dec 02, 2013",80.94,1222.3
"Nov 29, 2013",80.66,1250.6
"Nov 28, 2013",80.75,1243.8
"Nov 27, 2013",80.75,1237.8
"Nov 26, 2013",80.64,1241.4
"Nov 25, 2013",80.96,1241.1
"Nov 22, 2013",80.74,1244.0
"Nov 21, 2013",81.12,1243.5
"Nov 20, 2013",81.17,1257.9
"Nov 19, 2013",80.74,1273.4
"Nov 18, 2013",80.83,1272.2
"Nov 15, 2013",80.9,1287.3
"Nov 14, 2013",81.09,1286.2
"Nov 13, 2013",80.98,1268.3
"Nov 12, 2013",81.25,1271.1
"Nov 11, 2013",81.2,1281.0
"Nov 08, 2013",81.39,1284.5
"Nov 07, 2013",80.85,1308.4
"Nov 06, 2013",80.56,1317.7
"Nov 05, 2013",80.79,1308.0
"Nov 04, 2013",80.64,1314.6
"Nov 01, 2013",80.81,1313.1
"Oct 31, 2013",80.26,1323.6
"Oct 30, 2013",79.84,1349.0
"Oct 29, 2013",79.67,1345.2
"Oct 28, 2013",79.31,1352.0
"Oct 25, 2013",79.25,1352.4
"Oct 24, 2013",79.25,1350.2
"Oct 23, 2013",79.33,1333.9
"Oct 22, 2013",79.29,1342.5
"Oct 21, 2013",79.75,1315.7
"Oct 18, 2013",79.73,1314.4
"Oct 17, 2013",79.72,1322.7
"Oct 16, 2013",80.56,1282.0
"Oct 15, 2013",80.56,1273.0
"Oct 14, 2013",80.31,1276.4
"Oct 11, 2013",80.45,1268.0
"Oct 10, 2013",80.52,1296.6
"Oct 09, 2013",80.47,1306.9
"Oct 08, 2013",80.13,1324.2
"Oct 07, 2013",80.03,1324.8
"Oct 04, 2013",80.22,1309.7
"Oct 03, 2013",79.85,1317.4
"Oct 02, 2013",79.99,1320.6
"Oct 01, 2013",80.25,1286.0
"Sep 30, 2013",80.32,1326.5
"Sep 27, 2013",80.38,1338.4
"Sep 26, 2013",80.64,1323.6
"Sep 25, 2013",80.44,1335.9
"Sep 24, 2013",80.69,1316.0
"Sep 23, 2013",80.57,1326.9
"Sep 20, 2013",80.55,1332.5
"Sep 19, 2013",80.48,1369.4
"Sep 18, 2013",80.37,1307.8
"Sep 17, 2013",81.3,1309.5
"Sep 16, 2013",81.07,1317.9
"Sep 13, 2013",81.45,1308.4
"Sep 12, 2013",81.49,1330.4
"Sep 11, 2013",81.52,1363.9
"Sep 10, 2013",81.82,1364.1
"Sep 09, 2013",81.8,1386.8
"Sep 06, 2013",82.17,1386.7
"Sep 05, 2013",82.67,1373.1
"Sep 04, 2013",82.2,1389.9
"Sep 03, 2013",82.4,1412.0
"Sep 02, 2013",82.14,1393.7
"Aug 30, 2013",82.14,1396.1
"Aug 29, 2013",82.0,1412.9
"Aug 28, 2013",81.47,1419.0
"Aug 27, 2013",81.2,1420.6
"Aug 26, 2013",81.44,1393.0
"Aug 23, 2013",81.39,1395.7
"Aug 22, 2013",81.53,1371.2
"Aug 21, 2013",81.22,1370.6
"Aug 20, 2013",80.93,1373.1
"Aug 19, 2013",81.26,1366.2
"Aug 16, 2013",81.29,1371.7
"Aug 15, 2013",81.21,1361.6
"Aug 14, 2013",81.76,1334.0
"Aug 13, 2013",81.81,1321.2
"Aug 12, 2013",81.37,1334.7
"Aug 09, 2013",81.17,1312.9
"Aug 08, 2013",81.03,1310.7
"Aug 07, 2013",81.32,1286.1
"Aug 06, 2013",81.66,1283.2
"Aug 05, 2013",81.94,1302.6
"Aug 02, 2013",81.98,1310.6
"Aug 01, 2013",82.43,1311.0
"Jul 31, 2013",81.54,1312.4
"Jul 30, 2013",81.92,1324.0
"Jul 29, 2013",81.76,1328.4
"Jul 26, 2013",81.76,1321.7
"Jul 25, 2013",82.05,1329.0
"Jul 24, 2013",82.4,1319.7
"Jul 23, 2013",82.04,1335.1
"Jul 22, 2013",82.32,1336.4
"Jul 19, 2013",82.71,1293.3
"Jul 18, 2013",82.95,1284.6
"Jul 17, 2013",82.84,1277.9
"Jul 16, 2013",82.64,1290.8
"Jul 15, 2013",83.2,1283.8
"Jul 12, 2013",83.16,1277.8
"Jul 11, 2013",82.92,1280.1
"Jul 10, 2013",84.23,1247.4
"Jul 09, 2013",84.78,1245.9
"Jul 08, 2013",84.41,1234.9
"Jul 05, 2013",84.69,1212.9
"Jul 04, 2013",83.45,1247.05
"Jul 03, 2013",83.45,1252.1
"Jul 02, 2013",83.76,1243.6
"Jul 01, 2013",83.25,1255.9
"Jun 28, 2013",83.38,1223.8
"Jun 27, 2013",83.15,1211.4
"Jun 26, 2013",83.23,1229.6
"Jun 25, 2013",82.8,1274.8
"Jun 24, 2013",82.63,1276.8
"Jun 21, 2013",82.52,1291.6
"Jun 20, 2013",82.1,1285.9
"Jun 19, 2013",81.59,1373.6
"Jun 18, 2013",80.75,1366.6
"Jun 17, 2013",80.73,1382.8
"Jun 14, 2013",80.65,1387.3
"Jun 13, 2013",80.74,1377.6
"Jun 12, 2013",80.95,1391.8
"Jun 11, 2013",81.11,1377.0
"Jun 10, 2013",81.65,1386.2
"Jun 07, 2013",81.66,1383.0
"Jun 06, 2013",81.54,1415.7
"Jun 05, 2013",82.61,1398.4
"Jun 04, 2013",82.8,1397.1
"Jun 03, 2013",82.69,1411.7
"May 31, 2013",83.4,1392.6
"May 30, 2013",83.07,1411.5
"May 29, 2013",83.7,1391.3
"May 28, 2013",84.17,1379.1
"May 27, 2013",83.76,1395.95
"May 24, 2013",83.76,1386.8
"May 23, 2013",83.8,1392.0
"May 22, 2013",84.46,1367.6
"May 21, 2013",83.95,1377.8
"May 20, 2013",83.84,1384.3
"May 17, 2013",84.39,1364.9
"May 16, 2013",83.72,1387.1
"May 15, 2013",83.96,1396.5
"May 14, 2013",83.71,1424.7
"May 13, 2013",83.36,1434.5
"May 10, 2013",83.23,1436.8
"May 09, 2013",82.88,1468.8
"May 08, 2013",81.95,1473.9
"May 07, 2013",82.33,1449.0
"May 06, 2013",82.38,1468.1
"May 03, 2013",82.19,1464.3
"May 02, 2013",82.28,1467.7
"May 01, 2013",81.52,1446.3
"Apr 30, 2013",81.81,1472.2
"Apr 29, 2013",82.2,1467.4
"Apr 26, 2013",82.57,1453.6
"Apr 25, 2013",82.84,1461.8
"Apr 24, 2013",83.03,1423.4
"Apr 23, 2013",83.19,1408.6
"Apr 22, 2013",82.82,1421.0
"Apr 19, 2013",82.85,1395.3
"Apr 18, 2013",82.68,1392.0
"Apr 17, 2013",82.79,1382.2
"Apr 16, 2013",81.82,1386.8
"Apr 15, 2013",82.51,1360.6
"Apr 12, 2013",82.41,1501.0
"Apr 11, 2013",82.33,1564.3
"Apr 10, 2013",82.63,1558.3
"Apr 09, 2013",82.41,1586.2
"Apr 08, 2013",82.87,1572.0
"Apr 05, 2013",82.6,1575.4
"Apr 04, 2013",82.8,1551.8
"Apr 03, 2013",82.86,1552.8
"Apr 02, 2013",83.09,1575.1
"Apr 01, 2013",82.9,1600.0
"Mar 28, 2013",83.17,1594.8
"Mar 27, 2013",83.41,1606.2
"Mar 26, 2013",83.05,1595.8
"Mar 25, 2013",83.0,1604.6
"Mar 22, 2013",82.53,1606.2
"Mar 21, 2013",82.91,1613.8
"Mar 20, 2013",82.95,1607.5
"Mar 19, 2013",83.21,1611.3
"Mar 18, 2013",82.57,1604.6
"Mar 15, 2013",82.26,1592.5
"Mar 14, 2013",82.62,1590.6
"Mar 13, 2013",82.9,1588.3
"Mar 12, 2013",82.59,1591.5
"Mar 11, 2013",82.58,1577.8
"Mar 08, 2013",82.73,1576.6
"Mar 07, 2013",82.12,1574.8
"Mar 06, 2013",82.51,1574.6
"Mar 05, 2013",82.15,1574.6
"Mar 04, 2013",82.25,1572.1
"Mar 01, 2013",82.36,1571.9
"Feb 28, 2013",82.0,1577.7
"Feb 27, 2013",81.67,1595.2
"Feb 26, 2013",81.94,1615.2
"Feb 25, 2013",81.78,1586.2
"Feb 22, 2013",81.58,1572.4
"Feb 21, 2013",81.55,1578.2
"Feb 20, 2013",81.16,1577.6
"Feb 19, 2013",80.55,1603.6
"Feb 15, 2013",80.58,1608.8
"Feb 14, 2013",80.54,1634.7
"Feb 13, 2013",80.17,1644.2
"Feb 12, 2013",80.16,1648.7
"Feb 11, 2013",80.39,1648.2
"Feb 08, 2013",80.32,1666.0
"Feb 07, 2013",80.26,1670.4
"Feb 06, 2013",79.77,1677.7
"Feb 05, 2013",79.53,1672.4
"Feb 04, 2013",79.57,1675.3
"Feb 01, 2013",79.14,1669.4
"Jan 31, 2013",79.23,1660.6
"Jan 30, 2013",79.33,1679.9
"Jan 29, 2013",79.62,1660.7
"Jan 28, 2013",79.87,1652.4
"Jan 25, 2013",79.82,1656.4
"Jan 24, 2013",80.01,1669.5
"Jan 23, 2013",79.99,1686.3
"Jan 22, 2013",79.97,1692.8
"Jan 18, 2013",80.12,1686.6
"Jan 17, 2013",79.71,1690.4
"Jan 16, 2013",79.85,1682.7
"Jan 15, 2013",79.83,1683.4
"Jan 14, 2013",79.54,1668.9
"Jan 11, 2013",79.61,1660.0
"Jan 10, 2013",79.82,1677.3
"Jan 09, 2013",80.68,1654.8
"Jan 08, 2013",80.44,1661.5
"Jan 07, 2013",80.37,1645.5
"Jan 04, 2013",80.61,1648.1
"Jan 03, 2013",80.52,1673.7
"Jan 02, 2013",79.95,1687.9
"Dec 31, 2012",79.87,1674.8
"Dec 28, 2012",79.78,1654.9
"Dec 27, 2012",79.72,1662.6
"Dec 26, 2012",79.7,1659.8
"Dec 24, 2012",79.75,1658.6
"Dec 21, 2012",79.71,1659.1
"Dec 20, 2012",79.31,1644.9
"Dec 19, 2012",79.31,1666.5
"Dec 18, 2012",79.39,1669.5
"Dec 17, 2012",79.51,1697.0
"Dec 14, 2012",79.56,1695.8
"Dec 13, 2012",79.91,1695.6
"Dec 12, 2012",79.81,1716.6
"Dec 11, 2012",80.05,1708.2
"Dec 10, 2012",80.33,1713.0
"Dec 07, 2012",80.4,1704.0
"Dec 06, 2012",80.25,1700.3
"Dec 05, 2012",79.76,1692.4
"Dec 04, 2012",79.63,1694.4
"Dec 03, 2012",79.87,1719.6
"Nov 30, 2012",80.16,1710.9
"Nov 29, 2012",80.21,1727.2
"Nov 28, 2012",80.35,1716.5
"Nov 27, 2012",80.43,1742.2
"Nov 26, 2012",80.27,1749.5
"Nov 23, 2012",80.24,1751.3
"Nov 21, 2012",80.97,1727.9
"Nov 20, 2012",81.0,1723.2
"Nov 19, 2012",80.92,1734.0
"Nov 16, 2012",81.31,1714.3
"Nov 15, 2012",81.14,1713.3
"Nov 14, 2012",81.1,1729.5
"Nov 13, 2012",81.14,1724.2
"Nov 12, 2012",81.11,1730.3
"Nov 09, 2012",81.1,1730.3
"Nov 08, 2012",80.89,1725.4
"Nov 07, 2012",80.87,1713.2
"Nov 06, 2012",80.72,1714.1
"Nov 05, 2012",80.84,1682.2
"Nov 02, 2012",80.68,1674.1
"Nov 01, 2012",80.14,1714.1
"Oct 31, 2012",79.99,1717.5
"Oct 30, 2012",79.99,1710.5
"Oct 29, 2012",80.32,1707.7
"Oct 26, 2012",80.16,1710.9
"Oct 25, 2012",80.12,1712.0
"Oct 24, 2012",80.02,1700.5
"Oct 23, 2012",80.08,1708.3
"Oct 22, 2012",79.74,1725.1
"Oct 19, 2012",79.69,1722.8
"Oct 18, 2012",79.42,1743.3
"Oct 17, 2012",79.06,1751.5
"Oct 16, 2012",79.46,1744.7
"Oct 15, 2012",79.81,1736.0
"Oct 12, 2012",79.74,1758.0
"Oct 11, 2012",79.86,1768.8
"Oct 10, 2012",80.02,1763.2
"Oct 09, 2012",80.07,1763.0
"Oct 08, 2012",79.62,1773.5
"Oct 05, 2012",79.43,1778.6
"Oct 04, 2012",79.44,1794.1
"Oct 03, 2012",80.06,1777.3
"Oct 02, 2012",79.83,1772.7
"Oct 01, 2012",79.91,1780.5
"Sep 28, 2012",80.03,1771.1
"Sep 27, 2012",79.59,1777.6
"Sep 26, 2012",79.95,1750.6
"Sep 25, 2012",79.61,1763.8
"Sep 24, 2012",79.58,1762.1
"Sep 21, 2012",79.4,1775.5
"Sep 20, 2012",79.48,1767.7
"Sep 19, 2012",79.13,1769.0
"Sep 18, 2012",79.35,1768.4
"Sep 17, 2012",78.84,1767.7
"Sep 14, 2012",78.84,1769.8
"Sep 13, 2012",79.24,1769.1
"Sep 12, 2012",79.72,1730.6
"Sep 11, 2012",79.84,1731.8
"Sep 10, 2012",80.34,1728.7
"Sep 07, 2012",80.23,1737.5
"Sep 06, 2012",81.03,1702.6
"Sep 05, 2012",81.23,1690.8
"Sep 04, 2012",81.32,1692.9
"Aug 31, 2012",81.22,1684.6
"Aug 30, 2012",81.71,1653.5
"Aug 29, 2012",81.56,1659.8
"Aug 28, 2012",81.38,1666.5
"Aug 27, 2012",81.69,1672.4
"Aug 24, 2012",81.6,1669.8
"Aug 23, 2012",81.36,1669.6
"Aug 22, 2012",81.5,1637.4
"Aug 21, 2012",81.92,1639.9
"Aug 20, 2012",82.5,1620.1
"Aug 17, 2012",82.66,1616.3
"Aug 16, 2012",82.42,1616.1
"Aug 15, 2012",82.71,1603.7
"Aug 14, 2012",82.53,1599.4
"Aug 13, 2012",82.49,1609.6
"Aug 10, 2012",82.63,1619.7
"Aug 09, 2012",82.71,1617.1
"Aug 08, 2012",82.44,1612.9
"Aug 07, 2012",82.25,1609.7
"Aug 06, 2012",82.3,1612.9
"Aug 03, 2012",82.45,1606.0
"Aug 02, 2012",83.45,1587.4
"Aug 01, 2012",83.18,1603.7
"Jul 31, 2012",82.71,1610.5
"Jul 30, 2012",82.87,1619.7
"Jul 27, 2012",82.77,1617.9
"Jul 26, 2012",82.86,1615.0
"Jul 25, 2012",83.64,1608.0
"Jul 24, 2012",84.14,1576.0
"Jul 23, 2012",83.81,1577.1
"Jul 20, 2012",83.57,1582.5
"Jul 19, 2012",82.98,1580.1
"Jul 18, 2012",83.2,1570.4
"Jul 17, 2012",83.17,1589.1
"Jul 16, 2012",83.22,1591.2
"Jul 13, 2012",83.47,1591.6
"Jul 12, 2012",83.81,1564.9
"Jul 11, 2012",83.73,1575.2
"Jul 10, 2012",83.56,1579.3
"Jul 09, 2012",83.35,1588.6
"Jul 06, 2012",83.56,1578.4
"Jul 05, 2012",82.94,1608.9
"Jul 03, 2012",81.87,1621.3
"Jul 02, 2012",82.01,1597.2
"Jun 29, 2012",81.75,1603.5
"Jun 28, 2012",83.01,1549.7
"Jun 27, 2012",82.81,1577.5
"Jun 26, 2012",82.54,1574.0
"Jun 25, 2012",82.66,1587.5
"Jun 22, 2012",82.44,1566.0
"Jun 21, 2012",82.49,1564.5
"Jun 20, 2012",81.73,1614.8
"Jun 19, 2012",81.59,1622.2
"Jun 18, 2012",81.85,1625.7
"Jun 15, 2012",81.61,1627.0
"Jun 14, 2012",81.99,1618.4
"Jun 13, 2012",82.06,1618.1
"Jun 12, 2012",82.45,1612.7
"Jun 11, 2012",82.55,1595.5
"Jun 08, 2012",82.56,1590.1
"Jun 07, 2012",82.11,1586.6
"Jun 06, 2012",82.38,1632.8
"Jun 05, 2012",82.91,1615.2
"Jun 04, 2012",82.66,1612.2
"Jun 01, 2012",82.97,1620.5
"May 31, 2012",83.13,1562.6
"May 30, 2012",83.09,1563.4
"May 29, 2012",82.58,1548.6
"May 25, 2012",82.52,1568.8
"May 24, 2012",82.49,1557.3
"May 23, 2012",82.23,1548.1
"May 22, 2012",81.65,1576.3
"May 21, 2012",81.23,1588.4
"May 18, 2012",81.42,1591.6
"May 17, 2012",81.54,1574.5
"May 16, 2012",81.52,1536.2
"May 15, 2012",81.38,1556.8
"May 14, 2012",80.75,1560.6
"May 11, 2012",80.4,1583.6
"May 10, 2012",80.26,1595.1
"May 09, 2012",80.23,1593.7
"May 08, 2012",79.85,1604.0
"May 07, 2012",79.72,1638.6
"May 04, 2012",79.59,1644.7
"May 03, 2012",79.29,1634.2
"May 02, 2012",79.2,1653.4
"May 01, 2012",78.94,1661.7
"Apr 30, 2012",78.85,1663.4
"Apr 27, 2012",78.76,1664.0
"Apr 26, 2012",79.0,1659.6
"Apr 25, 2012",79.11,1641.4
"Apr 24, 2012",79.33,1643.0
"Apr 23, 2012",79.54,1631.9
"Apr 20, 2012",79.31,1642.1
"Apr 19, 2012",79.71,1640.6
"Apr 18, 2012",79.67,1638.8
"Apr 17, 2012",79.63,1650.3
"Apr 16, 2012",79.73,1648.7
"Apr 13, 2012",80.06,1659.1
"Apr 12, 2012",79.45,1679.5
"Apr 11, 2012",79.99,1659.0
"Apr 10, 2012",80.1,1659.5
"Apr 09, 2012",79.92,1642.5
"Apr 05, 2012",80.29,1628.5
"Apr 04, 2012",79.95,1612.3
"Apr 03, 2012",79.64,1670.0
"Apr 02, 2012",78.96,1677.5
"Mar 30, 2012",79.14,1669.3
"Mar 29, 2012",79.36,1652.2
"Mar 28, 2012",79.3,1657.9
"Mar 27, 2012",79.22,1684.8
"Mar 26, 2012",79.18,1685.5
"Mar 23, 2012",79.58,1662.3
"Mar 22, 2012",80.0,1642.3
"Mar 21, 2012",79.9,1650.0
"Mar 20, 2012",79.83,1646.7
"Mar 19, 2012",79.71,1666.9
"Mar 16, 2012",79.73,1655.5
"Mar 15, 2012",80.14,1659.1
"Mar 14, 2012",80.54,1642.5
"Mar 13, 2012",80.21,1693.7
"Mar 12, 2012",79.91,1699.2
"Mar 09, 2012",80.08,1710.9
"Mar 08, 2012",79.18,1698.1
"Mar 07, 2012",79.76,1683.3
"Mar 06, 2012",79.93,1671.4
"Mar 05, 2012",79.36,1703.0
"Mar 02, 2012",79.46,1708.8
"Mar 01, 2012",78.83,1721.1
"Feb 29, 2012",78.79,1709.9
"Feb 28, 2012",78.3,1787.0
"Feb 27, 2012",78.58,1773.6
"Feb 24, 2012",78.4,1775.1
"Feb 23, 2012",78.89,1784.9
"Feb 22, 2012",79.3,1770.0
"Feb 21, 2012",79.14,1757.1
"Feb 17, 2012",79.46,1724.5
"Feb 16, 2012",79.45,1726.8
"Feb 15, 2012",79.78,1726.3
"Feb 14, 2012",79.69,1715.9
"Feb 13, 2012",79.05,1723.0
"Feb 10, 2012",79.23,1723.3
"Feb 09, 2012",78.65,1739.0
"Feb 08, 2012",78.73,1729.3
"Feb 07, 2012",78.67,1746.4
"Feb 06, 2012",79.19,1722.8
"Feb 03, 2012",79.06,1737.9
"Feb 02, 2012",79.11,1756.8
"Feb 01, 2012",79.03,1747.1
"Jan 31, 2012",79.42,1737.8
"Jan 30, 2012",79.3,1731.0
"Jan 27, 2012",79.01,1731.8
"Jan 26, 2012",79.51,1726.3
"Jan 25, 2012",79.72,1699.8
"Jan 24, 2012",80.03,1664.2
"Jan 23, 2012",79.93,1678.0
"Jan 20, 2012",80.41,1663.7
"Jan 19, 2012",80.41,1654.1
"Jan 18, 2012",80.82,1659.5
"Jan 17, 2012",81.43,1655.2
"Jan 13, 2012",81.79,1630.4
"Jan 12, 2012",81.04,1647.3
"Jan 11, 2012",81.61,1639.2
"Jan 10, 2012",81.1,1631.0
"Jan 09, 2012",81.39,1607.5
"Jan 06, 2012",81.6,1616.1
"Jan 05, 2012",81.25,1619.4
"Jan 04, 2012",80.42,1611.9
"Jan 03, 2012",79.91,1599.7
"Dec 30, 2011",80.52,1565.8
"Dec 29, 2011",80.91,1539.9
"Dec 28, 2011",80.88,1562.9
"Dec 27, 2011",80.14,1594.2
"Dec 23, 2011",80.24,1604.7
"Dec 22, 2011",80.31,1608.9
"Dec 21, 2011",80.35,1611.9
"Dec 20, 2011",80.27,1615.6
"Dec 19, 2011",80.21,1594.4
"Dec 16, 2011",80.25,1595.6
"Dec 15, 2011",80.34,1574.6
"Dec 14, 2011",80.62,1584.3
"Dec 13, 2011",80.29,1659.9
"Dec 12, 2011",79.58,1664.2
"Dec 09, 2011",78.68,1712.8
"Dec 08, 2011",78.91,1709.8
"Dec 07, 2011",78.55,1740.9
"Dec 06, 2011",78.57,1727.9
"Dec 05, 2011",78.67,1730.7
"Dec 02, 2011",78.73,1747.0
"Dec 01, 2011",78.43,1735.3
"Nov 30, 2011",78.49,1745.5
"Nov 29, 2011",79.15,1713.4
"Nov 28, 2011",79.44,1710.8
"Nov 25, 2011",79.83,1685.5
"Nov 23, 2011",79.35,1695.7
"Nov 22, 2011",78.44,1702.2
"Nov 21, 2011",78.46,1678.3
"Nov 18, 2011",78.25,1724.7
"Nov 17, 2011",78.49,1719.8
"Nov 16, 2011",78.21,1773.8
"Nov 15, 2011",78.06,1781.7
"Nov 14, 2011",77.75,1777.8
"Nov 11, 2011",77.13,1787.5
"Nov 10, 2011",77.97,1758.9
"Nov 09, 2011",78.17,1790.9
"Nov 08, 2011",76.75,1798.4
"Nov 07, 2011",77.14,1790.3
"Nov 04, 2011",77.16,1755.3
"Nov 03, 2011",76.86,1764.2
"Nov 02, 2011",77.18,1728.7
"Nov 01, 2011",77.39,1711.0
"Oct 31, 2011",76.31,1724.2
"Oct 28, 2011",75.22,1746.2
"Oct 27, 2011",75.01,1746.7
"Oct 26, 2011",76.47,1722.7
"Oct 25, 2011",76.32,1699.6
"Oct 24, 2011",76.26,1651.5
"Oct 21, 2011",76.63,1635.1
"Oct 20, 2011",77.24,1611.9
"Oct 19, 2011",77.42,1646.0
"Oct 18, 2011",77.41,1651.7
"Oct 17, 2011",77.43,1675.5
"Oct 14, 2011",76.91,1681.8
"Oct 13, 2011",77.28,1667.3
"Oct 12, 2011",77.27,1681.3
"Oct 11, 2011",77.91,1659.7
"Oct 10, 2011",77.81,1669.6
"Oct 07, 2011",79.15,1634.5
"Oct 06, 2011",79.09,1651.9
"Oct 05, 2011",79.39,1640.3
"Oct 04, 2011",80.1,1614.7
"Oct 03, 2011",79.94,1656.0
"Sep 30, 2011",79.08,1620.4
"Sep 29, 2011",78.6,1615.5
"Sep 28, 2011",78.43,1616.3
"Sep 27, 2011",78.03,1650.6
"Sep 26, 2011",79.06,1592.5
"Sep 23, 2011",79.23,1637.5
"Sep 22, 2011",79.1,1739.2
"Sep 21, 2011",77.86,1805.5
"Sep 20, 2011",77.53,1806.6
"Sep 19, 2011",77.44,1776.4
"Sep 16, 2011",76.59,1812.1
"Sep 15, 2011",76.27,1778.5
"Sep 14, 2011",76.88,1823.5
"Sep 13, 2011",77.0,1826.8
"Sep 12, 2011",77.67,1809.9
"Sep 09, 2011",77.3,1856.4
"Sep 08, 2011",76.35,1854.4
"Sep 07, 2011",75.57,1814.2
"Sep 06, 2011",76.06,1869.9
"Sep 02, 2011",74.84,1873.7
"Sep 01, 2011",74.56,1826.0
"Aug 31, 2011",74.17,1828.5
"Aug 30, 2011",74.0,1826.7
"Aug 29, 2011",73.78,1788.4
"Aug 26, 2011",73.87,1794.1
"Aug 25, 2011",74.36,1759.8
"Aug 24, 2011",74.09,1754.1
"Aug 23, 2011",73.96,1858.3
"Aug 22, 2011",74.17,1888.7
"Aug 19, 2011",74.11,1848.9
"Aug 18, 2011",74.31,1818.9
"Aug 17, 2011",73.76,1791.2
"Aug 16, 2011",74.09,1782.4
"Aug 15, 2011",73.93,1755.5
"Aug 12, 2011",74.74,1740.2
"Aug 11, 2011",74.81,1748.8
"Aug 10, 2011",74.77,1781.3
"Aug 09, 2011",74.72,1740.0
"Aug 08, 2011",74.94,1710.2
"Aug 05, 2011",74.8,1648.8
"Aug 04, 2011",75.36,1656.2
"Aug 03, 2011",74.2,1663.4
"Aug 02, 2011",74.67,1641.9
"Aug 01, 2011",74.46,1619.0
"Jul 29, 2011",74.04,1628.3
"Jul 28, 2011",74.39,1613.4
"Jul 27, 2011",74.27,1615.0
"Jul 26, 2011",73.63,1616.6
"Jul 25, 2011",74.25,1612.0
"Jul 22, 2011",74.41,1601.3
"Jul 21, 2011",74.23,1586.8
"Jul 20, 2011",75.09,1596.7
"Jul 19, 2011",75.51,1600.9
"Jul 18, 2011",75.79,1602.1
"Jul 15, 2011",75.52,1589.8
"Jul 14, 2011",75.56,1589.0
"Jul 13, 2011",75.55,1585.2
"Jul 12, 2011",76.23,1561.9
"Jul 11, 2011",76.37,1548.8
"Jul 08, 2011",75.51,1541.2
"Jul 07, 2011",75.26,1530.2
"Jul 06, 2011",75.44,1528.7
"Jul 05, 2011",74.98,1512.3
"Jul 01, 2011",74.67,1482.3
"Jun 30, 2011",74.64,1502.3
"Jun 29, 2011",75.07,1509.9
"Jun 28, 2011",75.49,1499.7
"Jun 27, 2011",75.83,1496.0
"Jun 24, 2011",76.21,1500.5
"Jun 23, 2011",75.9,1520.1
"Jun 22, 2011",75.19,1552.9
"Jun 21, 2011",74.93,1546.0
"Jun 20, 2011",75.5,1541.5
"Jun 17, 2011",75.46,1538.6
"Jun 16, 2011",76.22,1529.3
"Jun 15, 2011",76.07,1525.6
"Jun 14, 2011",74.69,1523.8
"Jun 13, 2011",74.6,1515.0
"Jun 10, 2011",74.8,1528.6
"Jun 09, 2011",74.2,1542.1
"Jun 08, 2011",73.94,1538.1
"Jun 07, 2011",73.53,1543.3
"Jun 06, 2011",74.0,1546.5
"Jun 03, 2011",73.81,1541.7
"Jun 02, 2011",74.38,1532.0
"Jun 01, 2011",74.73,1542.4
"May 31, 2011",74.7,1535.9
"May 27, 2011",75.02,1536.3
"May 26, 2011",75.63,1522.8
"May 25, 2011",76.03,1526.6
"May 24, 2011",76.02,1523.2
"May 23, 2011",76.23,1515.3
"May 20, 2011",75.58,1508.8
"May 19, 2011",75.28,1492.2
"May 18, 2011",75.63,1495.6
"May 17, 2011",75.55,1479.8
"May 16, 2011",75.65,1490.4
"May 13, 2011",75.94,1493.4
"May 12, 2011",75.42,1506.6
"May 11, 2011",75.52,1501.1
"May 10, 2011",74.78,1516.6
"May 09, 2011",74.9,1502.9
"May 06, 2011",75.08,1491.2
"May 05, 2011",74.38,1480.9
"May 04, 2011",73.21,1514.9
"May 03, 2011",73.31,1540.1
"May 02, 2011",73.14,1556.7
"Apr 29, 2011",73.11,1556.0
"Apr 28, 2011",73.31,1530.8
"Apr 27, 2011",73.69,1516.7
"Apr 26, 2011",74.03,1503.0
"Apr 25, 2011",74.18,1508.6
"Apr 21, 2011",74.18,1503.2
